attributes,datatype,date,station,value
",,W,",SNOW,2013-10-20T00:00:00,GHCND:USW00014898,0
"T,,W,",PRCP,2013-10-20T00:00:00,GHCND:USW00093837,0
",,W,2400",PRCP,2013-10-20T00:00:00,GHCND:USW00012839,51
",,W,2400",PRCP,2013-10-20T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2013-10-20T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2013-10-20T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2013-10-20T00:00:00,GHCND:USW00013739,0
",,W,2400",PRCP,2013-10-20T00:00:00,GHCND:USW00094823,0
",,W,",SNOW,2013-10-20T00:00:00,GHCND:USW00094823,0
",,W,2400",PRCP,2013-10-20T00:00:00,GHCND:USW00013897,0
",,W,",SNOW,2013-10-20T00:00:00,GHCND:USW00013897,0
",,W,2400",PRCP,2013-10-21T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2013-10-21T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2013-10-24T00:00:00,GHCND:USW00012842,0
",,W,",SNOW,2013-10-24T00:00:00,GHCND:USW00012842,0
",,7,0600",PRCP,2013-10-27T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2013-10-27T00:00:00,GHCND:USW00023062,0
",,7,2400",PRCP,2013-10-27T00:00:00,GHCND:USC00190860,5
",,7,",SNOW,2013-10-27T00:00:00,GHCND:USC00190860,0
",,W,",PRCP,2013-10-27T00:00:00,GHCND:USW00023230,3
",,W,",SNOW,2013-10-27T00:00:00,GHCND:USW00023230,0
",,W,2400",PRCP,2013-10-27T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2013-10-27T00:00:00,GHCND:USW00013739,0
",,W,2400",PRCP,2013-10-31T00:00:00,GHCND:USW00012839,3
",,W,2400",PRCP,2013-11-03T00:00:00,GHCND:USW00013881,0
",,W,",SNOW,2013-11-03T00:00:00,GHCND:USW00013881,0
"T,,W,2400",PRCP,2013-11-03T00:00:00,GHCND:USW00014820,0
",,W,",SNOW,2013-11-03T00:00:00,GHCND:USW00014820,0
",,7,2400",PRCP,2013-11-03T00:00:00,GHCND:USC00190860,0
",,7,",SNOW,2013-11-03T00:00:00,GHCND:USC00190860,0
"T,,W,2400",PRCP,2013-11-03T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2013-11-03T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2013-11-03T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2013-11-03T00:00:00,GHCND:USW00023230,0
",,N,",PRCP,2013-11-03T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2013-11-03T00:00:00,GHCND:US1WAKG0038,0
"T,,W,",PRCP,2013-11-04T00:00:00,GHCND:USW00014898,0
",,W,",SNOW,2013-11-04T00:00:00,GHCND:USW00014898,0
",,W,2400",PRCP,2013-11-10T00:00:00,GHCND:USW00093721,0
",,W,",SNOW,2013-11-10T00:00:00,GHCND:USW00093721,0
"T,,W,",PRCP,2013-11-10T00:00:00,GHCND:USW00014898,0
",,W,",SNOW,2013-11-10T00:00:00,GHCND:USW00014898,0
"T,,W,2400",PRCP,2013-11-10T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2013-11-10T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2013-11-10T00:00:00,GHCND:USW00094823,0
",,W,",SNOW,2013-11-10T00:00:00,GHCND:USW00094823,0
",,W,",PRCP,2013-11-10T00:00:00,GHCND:USW00093107,0
",,W,2400",PRCP,2013-11-10T00:00:00,GHCND:USW00023234,0
",,W,2400",PRCP,2013-11-10T00:00:00,GHCND:USW00013897,0
",,W,",SNOW,2013-11-10T00:00:00,GHCND:USW00013897,0
",,W,2400",PRCP,2013-11-11T00:00:00,GHCND:USW00012842,0
",,W,",SNOW,2013-11-11T00:00:00,GHCND:USW00012842,0
",,W,2400",PRCP,2013-11-14T00:00:00,GHCND:USW00013897,0
",,W,",SNOW,2013-11-14T00:00:00,GHCND:USW00013897,0
",,7,0600",PRCP,2013-11-17T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2013-11-17T00:00:00,GHCND:USW00023062,0
",,W,",PRCP,2013-11-17T00:00:00,GHCND:USW00093837,53
",,W,2400",PRCP,2013-11-17T00:00:00,GHCND:USW00012839,0
"T,,W,2400",PRCP,2013-11-17T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2013-11-17T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2013-11-17T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2013-11-17T00:00:00,GHCND:USW00013739,0
",,W,2400",PRCP,2013-11-17T00:00:00,GHCND:USW00094823,170
",,W,",SNOW,2013-11-17T00:00:00,GHCND:USW00094823,0
",,N,",PRCP,2013-11-17T00:00:00,GHCND:US1WAKG0038,3
",,W,2400",PRCP,2013-11-17T00:00:00,GHCND:USW00012842,0
",,W,",SNOW,2013-11-17T00:00:00,GHCND:USW00012842,0
",,W,2400",PRCP,2013-11-18T00:00:00,GHCND:USW00013881,8
",,W,",SNOW,2013-11-18T00:00:00,GHCND:USW00013881,0
",,W,2400",PRCP,2013-11-24T00:00:00,GHCND:USW00093721,0
",,W,",SNOW,2013-11-24T00:00:00,GHCND:USW00093721,0
"T,,W,2400",PRCP,2013-11-24T00:00:00,GHCND:USW00014820,0
"T,,W,",SNOW,2013-11-24T00:00:00,GHCND:USW00014820,0
",,W,",PRCP,2013-11-24T00:00:00,GHCND:USW00014898,0
",,W,",SNOW,2013-11-24T00:00:00,GHCND:USW00014898,0
",,W,2400",PRCP,2013-11-24T00:00:00,GHCND:USW00012839,25
",,7,2400",PRCP,2013-11-24T00:00:00,GHCND:USC00190860,0
",,7,",SNOW,2013-11-24T00:00:00,GHCND:USC00190860,0
",,W,2400",PRCP,2013-11-24T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2013-11-24T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2013-11-24T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2013-11-24T00:00:00,GHCND:USW00023230,0
",,W,2400",PRCP,2013-11-28T00:00:00,GHCND:USW00093721,0
",,W,",SNOW,2013-11-28T00:00:00,GHCND:USW00093721,0
",,W,2400",PRCP,2013-12-01T00:00:00,GHCND:USW00013881,0
",,W,",SNOW,2013-12-01T00:00:00,GHCND:USW00013881,0
",,W,2400",PRCP,2013-12-01T00:00:00,GHCND:USW00014820,0
",,W,",SNOW,2013-12-01T00:00:00,GHCND:USW00014820,0
",,W,2400",PRCP,2013-12-01T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2013-12-01T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2013-12-01T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2013-12-01T00:00:00,GHCND:USW00013739,0
",,W,",PRCP,2013-12-01T00:00:00,GHCND:USW00093107,0
",,W,2400",PRCP,2013-12-01T00:00:00,GHCND:USW00023234,0
",,N,",PRCP,2013-12-02T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2013-12-02T00:00:00,GHCND:US1WAKG0038,0
"T,,W,",PRCP,2013-12-05T00:00:00,GHCND:USW00093837,0
",,W,2400",PRCP,2013-12-08T00:00:00,GHCND:USW00093721,142
",,W,",SNOW,2013-12-08T00:00:00,GHCND:USW00093721,41
"T,,7,0600",PRCP,2013-12-08T00:00:00,GHCND:USW00023062,0
"T,,7,",SNOW,2013-12-08T00:00:00,GHCND:USW00023062,0
",,W,",PRCP,2013-12-08T00:00:00,GHCND:USW00014898,33
",,W,",SNOW,2013-12-08T00:00:00,GHCND:USW00014898,56
",,7,2400",PRCP,2013-12-08T00:00:00,GHCND:USC00190860,0
",,7,",SNOW,2013-12-08T00:00:00,GHCND:USC00190860,0
",,W,2400",PRCP,2013-12-08T00:00:00,GHCND:USW00014734,25
",,W,",SNOW,2013-12-08T00:00:00,GHCND:USW00014734,20
",,W,2400",PRCP,2013-12-08T00:00:00,GHCND:USW00013739,145
",,W,",SNOW,2013-12-08T00:00:00,GHCND:USW00013739,218
",,W,2400",PRCP,2013-12-08T00:00:00,GHCND:USW00094823,15
",,W,",SNOW,2013-12-08T00:00:00,GHCND:USW00094823,28
",,W,",PRCP,2013-12-08T00:00:00,GHCND:USW00093107,0
",,W,2400",PRCP,2013-12-08T00:00:00,GHCND:USW00023234,0
",,W,2400",PRCP,2013-12-08T00:00:00,GHCND:USW00012842,0
",,W,",SNOW,2013-12-08T00:00:00,GHCND:USW00012842,0
",,7,0600",PRCP,2013-12-12T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2013-12-12T00:00:00,GHCND:USW00023062,0
",,W,2400",PRCP,2013-12-15T00:00:00,GHCND:USW00013881,3
",,W,",SNOW,2013-12-15T00:00:00,GHCND:USW00013881,0
",,W,2400",PRCP,2013-12-15T00:00:00,GHCND:USW00014820,3
",,W,",SNOW,2013-12-15T00:00:00,GHCND:USW00014820,3
",,W,",PRCP,2013-12-15T00:00:00,GHCND:USW00093837,81
",,W,2400",PRCP,2013-12-15T00:00:00,GHCND:USW00012839,0
",,W,2400",PRCP,2013-12-15T00:00:00,GHCND:USW00014734,104
",,W,",SNOW,2013-12-15T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2013-12-15T00:00:00,GHCND:USW00094823,5
"T,,W,",SNOW,2013-12-15T00:00:00,GHCND:USW00094823,0
",,W,2400",PRCP,2013-12-15T00:00:00,GHCND:USW00012842,64
",,W,",SNOW,2013-12-15T00:00:00,GHCND:USW00012842,0
",,W,2400",PRCP,2013-12-15T00:00:00,GHCND:USW00013897,0
",,W,",SNOW,2013-12-15T00:00:00,GHCND:USW00013897,0
",,W,2400",PRCP,2013-12-22T00:00:00,GHCND:USW00093721,61
",,W,",SNOW,2013-12-22T00:00:00,GHCND:USW00093721,0
",,W,2400",PRCP,2013-12-22T00:00:00,GHCND:USW00013881,366
",,W,",SNOW,2013-12-22T00:00:00,GHCND:USW00013881,0
",,W,",PRCP,2013-12-22T00:00:00,GHCND:USW00014898,94
",,W,",SNOW,2013-12-22T00:00:00,GHCND:USW00014898,152
",,W,",PRCP,2013-12-22T00:00:00,GHCND:USW00093837,0
",,W,2400",PRCP,2013-12-22T00:00:00,GHCND:USW00014734,8
",,W,",SNOW,2013-12-22T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2013-12-22T00:00:00,GHCND:USW00013739,10
",,W,",SNOW,2013-12-22T00:00:00,GHCND:USW00013739,0
",,W,",PRCP,2013-12-22T00:00:00,GHCND:USW00093107,0
",,N,",PRCP,2013-12-22T00:00:00,GHCND:US1WAKG0038,71
",,W,2400",PRCP,2013-12-23T00:00:00,GHCND:USW00023234,0
"T,,W,2400",PRCP,2013-12-29T00:00:00,GHCND:USW00012839,0
",,7,2400",PRCP,2013-12-29T00:00:00,GHCND:USC00190860,267
",,7,",SNOW,2013-12-29T00:00:00,GHCND:USC00190860,0
",,W,2400",PRCP,2013-12-29T00:00:00,GHCND:USW00014734,335
",,W,",SNOW,2013-12-29T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2013-12-29T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2013-12-29T00:00:00,GHCND:USW00023230,0
",,W,2400",PRCP,2013-12-29T00:00:00,GHCND:USW00094823,122
",,W,",SNOW,2013-12-29T00:00:00,GHCND:USW00094823,0
",,W,",PRCP,2013-12-29T00:00:00,GHCND:USW00093107,0
",,N,",PRCP,2013-12-29T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2013-12-29T00:00:00,GHCND:US1WAKG0038,0
",,W,2400",PRCP,2013-12-29T00:00:00,GHCND:USW00013897,91
",,W,",SNOW,2013-12-29T00:00:00,GHCND:USW00013897,0
",,W,2400",PRCP,2014-01-04T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2014-01-04T00:00:00,GHCND:USW00013739,0
",,W,",PRCP,2014-01-05T00:00:00,GHCND:USW00014898,0
",,W,",SNOW,2014-01-05T00:00:00,GHCND:USW00014898,0
",,7,2400",PRCP,2014-01-11T00:00:00,GHCND:USC00190860,300
",,7,",SNOW,2014-01-11T00:00:00,GHCND:USC00190860,0
",,N,",PRCP,2014-01-11T00:00:00,GHCND:US1WAKG0038,188
",,W,2400",PRCP,2014-01-12T00:00:00,GHCND:USW00013881,0
",,W,",SNOW,2014-01-12T00:00:00,GHCND:USW00013881,0
",,7,0600",PRCP,2014-01-12T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2014-01-12T00:00:00,GHCND:USW00023062,0
",,7,0600",PRCP,2014-01-19T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2014-01-19T00:00:00,GHCND:USW00023062,0
",,N,",PRCP,2014-01-19T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2014-01-19T00:00:00,GHCND:US1WAKG0038,0
",,W,2400",PRCP,2014-02-02T00:00:00,GHCND:USW00014734,3
",,W,",SNOW,2014-02-02T00:00:00,GHCND:USW00014734,0
",,N,",PRCP,2014-09-04T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2014-09-04T00:00:00,GHCND:US1WAKG0038,0
",,W,2400",PRCP,2014-09-07T00:00:00,GHCND:USW00093721,0
",,W,",SNOW,2014-09-07T00:00:00,GHCND:USW00093721,0
",,7,0600",PRCP,2014-09-07T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2014-09-07T00:00:00,GHCND:USW00023062,0
",,W,2400",PRCP,2014-09-07T00:00:00,GHCND:USW00012839,28
"T,,W,2400",PRCP,2014-09-07T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2014-09-07T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2014-09-07T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2014-09-07T00:00:00,GHCND:USW00013739,0
",,W,2400",PRCP,2014-09-07T00:00:00,GHCND:USW00094823,0
",,W,",SNOW,2014-09-07T00:00:00,GHCND:USW00094823,0
"T,,W,2400",PRCP,2014-09-07T00:00:00,GHCND:USW00012842,0
",,W,",SNOW,2014-09-07T00:00:00,GHCND:USW00012842,0
"T,,W,2400",PRCP,2014-09-11T00:00:00,GHCND:USW00093721,0
",,W,",SNOW,2014-09-11T00:00:00,GHCND:USW00093721,0
",,N,",PRCP,2014-09-14T00:00:00,GHCND:US1NYER0093,3
"T,,W,2400",PRCP,2014-09-14T00:00:00,GHCND:USW00013881,0
",,W,",SNOW,2014-09-14T00:00:00,GHCND:USW00013881,0
",,W,2400",PRCP,2014-09-14T00:00:00,GHCND:USW00014820,0
",,W,",SNOW,2014-09-14T00:00:00,GHCND:USW00014820,0
",,7,0600",PRCP,2014-09-14T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2014-09-14T00:00:00,GHCND:USW00023062,0
",,W,",PRCP,2014-09-14T00:00:00,GHCND:USW00014898,0
",,W,",SNOW,2014-09-14T00:00:00,GHCND:USW00014898,0
",,W,2400",PRCP,2014-09-14T00:00:00,GHCND:USW00014922,0
",,W,",SNOW,2014-09-14T00:00:00,GHCND:USW00014922,0
",,W,2400",PRCP,2014-09-14T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2014-09-14T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2014-09-14T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2014-09-14T00:00:00,GHCND:USW00023230,0
",,W,",PRCP,2014-09-14T00:00:00,GHCND:USW00093107,0
",,W,2400",PRCP,2014-09-14T00:00:00,GHCND:USW00023234,0
",,W,2400",PRCP,2014-09-14T00:00:00,GHCND:USW00012842,48
",,W,",SNOW,2014-09-14T00:00:00,GHCND:USW00012842,0
",,W,2400",PRCP,2014-09-14T00:00:00,GHCND:USW00013897,0
",,W,",SNOW,2014-09-14T00:00:00,GHCND:USW00013897,0
",,N,",PRCP,2014-09-21T00:00:00,GHCND:US1NYER0093,25
",,W,2400",PRCP,2014-09-21T00:00:00,GHCND:USW00013881,0
",,W,",SNOW,2014-09-21T00:00:00,GHCND:USW00013881,0
",,W,2400",PRCP,2014-09-21T00:00:00,GHCND:USW00014820,41
",,W,",SNOW,2014-09-21T00:00:00,GHCND:USW00014820,0
",,W,",PRCP,2014-09-21T00:00:00,GHCND:USW00093837,0
",,W,2400",PRCP,2014-09-21T00:00:00,GHCND:USW00012839,5
",,7,2400",PRCP,2014-09-21T00:00:00,GHCND:USC00190860,0
",,7,",SNOW,2014-09-21T00:00:00,GHCND:USC00190860,0
",,W,2400",PRCP,2014-09-21T00:00:00,GHCND:USW00014734,18
",,W,",SNOW,2014-09-21T00:00:00,GHCND:USW00014734,0
"T,,W,2400",PRCP,2014-09-21T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2014-09-21T00:00:00,GHCND:USW00013739,0
",,W,2400",PRCP,2014-09-22T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2014-09-22T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2014-09-28T00:00:00,GHCND:USW00093721,0
",,W,",SNOW,2014-09-28T00:00:00,GHCND:USW00093721,0
",,W,2400",PRCP,2014-09-28T00:00:00,GHCND:USW00014922,0
",,W,",SNOW,2014-09-28T00:00:00,GHCND:USW00014922,0
",,W,2400",PRCP,2014-09-28T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2014-09-28T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2014-09-28T00:00:00,GHCND:USW00094823,0
",,W,",SNOW,2014-09-28T00:00:00,GHCND:USW00094823,0
",,W,",PRCP,2014-09-28T00:00:00,GHCND:USW00093107,0
",,W,2400",PRCP,2014-09-28T00:00:00,GHCND:USW00023234,0
",,W,",PRCP,2014-10-02T00:00:00,GHCND:USW00014898,51
",,W,",SNOW,2014-10-02T00:00:00,GHCND:USW00014898,0
",,W,2400",PRCP,2014-10-05T00:00:00,GHCND:USW00013881,0
",,W,",SNOW,2014-10-05T00:00:00,GHCND:USW00013881,0
",,7,0600",PRCP,2014-10-05T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2014-10-05T00:00:00,GHCND:USW00023062,0
",,W,",PRCP,2014-10-05T00:00:00,GHCND:USW00093837,0
",,7,2400",PRCP,2014-10-05T00:00:00,GHCND:USC00190860,0
",,7,",SNOW,2014-10-05T00:00:00,GHCND:USC00190860,0
",,W,2400",PRCP,2014-10-05T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2014-10-05T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2014-10-05T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2014-10-05T00:00:00,GHCND:USW00013739,0
",,W,",PRCP,2014-10-05T00:00:00,GHCND:USW00093107,0
",,W,2400",PRCP,2014-10-05T00:00:00,GHCND:USW00023234,0
",,W,2400",PRCP,2014-10-05T00:00:00,GHCND:USW00013897,0
",,W,",SNOW,2014-10-05T00:00:00,GHCND:USW00013897,0
",,N,",PRCP,2014-10-12T00:00:00,GHCND:US1NYER0093,0
",,N,",SNOW,2014-10-12T00:00:00,GHCND:US1NYER0093,0
",,W,2400",PRCP,2014-10-12T00:00:00,GHCND:USW00014820,0
",,W,",SNOW,2014-10-12T00:00:00,GHCND:USW00014820,0
",,W,2400",PRCP,2014-10-12T00:00:00,GHCND:USW00012839,18
",,W,2400",PRCP,2014-10-12T00:00:00,GHCND:USW00014922,0
",,W,",SNOW,2014-10-12T00:00:00,GHCND:USW00014922,0
",,W,2400",PRCP,2014-10-12T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2014-10-12T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2014-10-12T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2014-10-12T00:00:00,GHCND:USW00023230,0
",,W,2400",PRCP,2014-10-12T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2014-10-12T00:00:00,GHCND:USW00013739,0
",,N,",PRCP,2014-10-12T00:00:00,GHCND:US1WAKG0038,25
",,W,2400",PRCP,2014-10-12T00:00:00,GHCND:USW00012842,0
",,W,",SNOW,2014-10-12T00:00:00,GHCND:USW00012842,0
",,W,2400",PRCP,2014-10-12T00:00:00,GHCND:USW00013897,5
",,W,",SNOW,2014-10-12T00:00:00,GHCND:USW00013897,0
",,7,2400",PRCP,2014-10-16T00:00:00,GHCND:USC00190860,218
",,7,",SNOW,2014-10-16T00:00:00,GHCND:USC00190860,0
",,W,2400",PRCP,2014-10-19T00:00:00,GHCND:USW00093721,0
",,W,",SNOW,2014-10-19T00:00:00,GHCND:USW00093721,0
",,7,0600",PRCP,2014-10-19T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2014-10-19T00:00:00,GHCND:USW00023062,0
"T,,W,",PRCP,2014-10-19T00:00:00,GHCND:USW00014898,0
",,W,",SNOW,2014-10-19T00:00:00,GHCND:USW00014898,0
",,W,",PRCP,2014-10-19T00:00:00,GHCND:USW00093837,0
",,W,",PRCP,2014-10-19T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2014-10-19T00:00:00,GHCND:USW00023230,0
",,W,",PRCP,2014-10-19T00:00:00,GHCND:USW00093107,0
",,W,2400",PRCP,2014-10-20T00:00:00,GHCND:USW00094823,3
",,W,",SNOW,2014-10-20T00:00:00,GHCND:USW00094823,0
",,7,0600",PRCP,2014-10-23T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2014-10-23T00:00:00,GHCND:USW00023062,0
",,W,2400",PRCP,2014-10-26T00:00:00,GHCND:USW00013881,0
",,W,",SNOW,2014-10-26T00:00:00,GHCND:USW00013881,0
",,W,2400",PRCP,2014-10-26T00:00:00,GHCND:USW00014820,0
",,W,",SNOW,2014-10-26T00:00:00,GHCND:USW00014820,0
",,W,",PRCP,2014-10-26T00:00:00,GHCND:USW00093837,0
",,7,2400",PRCP,2014-10-26T00:00:00,GHCND:USC00190860,0
",,7,",SNOW,2014-10-26T00:00:00,GHCND:USC00190860,0
",,W,2400",PRCP,2014-10-26T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2014-10-26T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2014-10-26T00:00:00,GHCND:USW00094823,0
",,W,",SNOW,2014-10-26T00:00:00,GHCND:USW00094823,0
",,W,2400",PRCP,2014-10-26T00:00:00,GHCND:USW00012842,0
",,W,",SNOW,2014-10-26T00:00:00,GHCND:USW00012842,0
",,W,2400",PRCP,2014-10-26T00:00:00,GHCND:USW00013897,0
",,W,",SNOW,2014-10-26T00:00:00,GHCND:USW00013897,0
",,W,2400",PRCP,2014-10-30T00:00:00,GHCND:USW00013881,0
",,W,",SNOW,2014-10-30T00:00:00,GHCND:USW00013881,0
",,W,2400",PRCP,2014-11-02T00:00:00,GHCND:USW00014820,0
",,W,",SNOW,2014-11-02T00:00:00,GHCND:USW00014820,0
",,W,2400",PRCP,2014-11-02T00:00:00,GHCND:USW00012839,0
",,W,2400",PRCP,2014-11-02T00:00:00,GHCND:USW00014922,0
",,W,",SNOW,2014-11-02T00:00:00,GHCND:USW00014922,0
",,7,2400",PRCP,2014-11-02T00:00:00,GHCND:USC00190860,168
",,7,",SNOW,2014-11-02T00:00:00,GHCND:USC00190860,0
"T,,W,2400",PRCP,2014-11-02T00:00:00,GHCND:USW00094823,0
"T,,W,",SNOW,2014-11-02T00:00:00,GHCND:USW00094823,0
",,W,2400",PRCP,2014-11-02T00:00:00,GHCND:USW00023234,0
",,N,",PRCP,2014-11-02T00:00:00,GHCND:US1WAKG0038,3
",,W,2400",PRCP,2014-11-03T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2014-11-03T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2014-11-09T00:00:00,GHCND:USW00093721,0
",,W,",SNOW,2014-11-09T00:00:00,GHCND:USW00093721,0
",,W,",PRCP,2014-11-09T00:00:00,GHCND:USW00014898,28
",,W,",SNOW,2014-11-09T00:00:00,GHCND:USW00014898,8
",,W,2400",PRCP,2014-11-09T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2014-11-09T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2014-11-09T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2014-11-09T00:00:00,GHCND:USW00023230,0
",,N,",PRCP,2014-11-09T00:00:00,GHCND:US1WAKG0038,13
",,W,2400",PRCP,2014-11-09T00:00:00,GHCND:USW00012842,51
",,W,",SNOW,2014-11-09T00:00:00,GHCND:USW00012842,0
",,W,2400",PRCP,2014-11-10T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2014-11-10T00:00:00,GHCND:USW00013739,0
",,W,2400",PRCP,2014-11-13T00:00:00,GHCND:USW00012839,0
",,W,2400",PRCP,2014-11-16T00:00:00,GHCND:USW00013881,0
",,W,",SNOW,2014-11-16T00:00:00,GHCND:USW00013881,0
",,W,2400",PRCP,2014-11-16T00:00:00,GHCND:USW00014820,18
",,W,",SNOW,2014-11-16T00:00:00,GHCND:USW00014820,18
"T,,W,",PRCP,2014-11-16T00:00:00,GHCND:USW00014898,0
",,W,",SNOW,2014-11-16T00:00:00,GHCND:USW00014898,5
",,W,2400",PRCP,2014-11-16T00:00:00,GHCND:USW00014734,5
",,W,",SNOW,2014-11-16T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2014-11-16T00:00:00,GHCND:USW00093107,0
",,W,2400",PRCP,2014-11-17T00:00:00,GHCND:USW00013897,97
",,W,",SNOW,2014-11-17T00:00:00,GHCND:USW00013897,5
",,W,",PRCP,2014-11-20T00:00:00,GHCND:USW00023230,168
",,W,",SNOW,2014-11-20T00:00:00,GHCND:USW00023230,0
"T,,7,0600",PRCP,2014-11-23T00:00:00,GHCND:USW00023062,0
"T,,7,",SNOW,2014-11-23T00:00:00,GHCND:USW00023062,0
",,W,2400",PRCP,2014-11-23T00:00:00,GHCND:USW00014922,8
"T,,W,",SNOW,2014-11-23T00:00:00,GHCND:USW00014922,0
",,7,2400",PRCP,2014-11-23T00:00:00,GHCND:USC00190860,0
",,7,",SNOW,2014-11-23T00:00:00,GHCND:USC00190860,0
",,W,2400",PRCP,2014-11-23T00:00:00,GHCND:USW00014734,0
",,W,",SNOW,2014-11-23T00:00:00,GHCND:USW00014734,0
"T,,W,2400",PRCP,2014-11-23T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2014-11-23T00:00:00,GHCND:USW00013739,0
",,W,",PRCP,2014-11-23T00:00:00,GHCND:USW00093107,0
",,W,2400",PRCP,2014-11-23T00:00:00,GHCND:USW00023234,0
",,N,",PRCP,2014-11-23T00:00:00,GHCND:US1WAKG0038,109
",,W,2400",PRCP,2014-11-27T00:00:00,GHCND:USW00023234,0
",,W,2400",PRCP,2014-11-30T00:00:00,GHCND:USW00093721,0
",,W,",SNOW,2014-11-30T00:00:00,GHCND:USW00093721,0
",,W,",PRCP,2014-11-30T00:00:00,GHCND:USW00014898,0
",,W,",SNOW,2014-11-30T00:00:00,GHCND:USW00014898,0
",,W,",PRCP,2014-11-30T00:00:00,GHCND:USW00093837,0
",,W,2400",PRCP,2014-11-30T00:00:00,GHCND:USW00014922,0
",,W,",SNOW,2014-11-30T00:00:00,GHCND:USW00014922,0
"T,,W,2400",PRCP,2014-11-30T00:00:00,GHCND:USW00094823,0
",,W,",SNOW,2014-11-30T00:00:00,GHCND:USW00094823,0
",,W,2400",PRCP,2014-11-30T00:00:00,GHCND:USW00012842,0
",,W,",SNOW,2014-11-30T00:00:00,GHCND:USW00012842,0
",,W,2400",PRCP,2014-12-01T00:00:00,GHCND:USW00014734,20
",,W,",SNOW,2014-12-01T00:00:00,GHCND:USW00014734,0
",,W,2400",PRCP,2014-12-07T00:00:00,GHCND:USW00014820,0
",,W,",SNOW,2014-12-07T00:00:00,GHCND:USW00014820,0
